于	O
C	B-Disease
V	I-Disease
D	I-Disease
极	B-Symptom
高	I-Symptom
危	I-Symptom
,	O
我	O
L	O
们	O
推	O
荐	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

≤	B-Test_Value
7	I-Test_Value
.	I-Test_Value
5	I-Test_Value
%	I-Test_Value
,	O
因	O
为	O
他	O
们	O
发	O
生	O
或	O
再	O
次	O
发	O
生	O
C	B-Disease
V	I-Disease
D	I-Disease
L	O
风	O
险	O
明	O
显	O
增	O
加	O
,	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
风	O
险	O
较	O
高	O
,	O
目	O
前	O
还	O
没	O
有	O
足	O
够	O
的	O
证	O
L	O
据	O
证	O
明	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

控	O
制	O
在	O
7	B-Test_Value
%	I-Test_Value
以	O
下	O
对	O
大	B-Anatomy
血	I-Anatomy
管	I-Anatomy
的	O
益	O
处	O
。	O

大	O
规	O
L	O
模	O
随	O
机	O
对	O
照	O
试	O
验	O
,	O
如	O
A	O
C	O
C	O
O	O
R	O
D	O
、	O
V	O
A	O
D	O
T	O
和	O
A	O
D	O
V	O
A	O
N	O
C	O
E	O
的	O
L	O
结	O
果	O
表	O
明	O
,	O
强	O
化	O
降	O
糖	O
5	O
年	O
内	O
并	O
未	O
发	O
现	O
大	B-Anatomy
血	I-Anatomy
管	I-Anatomy
受	O
益	O
,	O
L	O
A	O
C	O
C	O
O	O
R	O
D	O
甚	O
至	O
显	O
示	O
总	O
死	O
亡	O
风	O
险	O
反	O
而	O
有	O
所	O
增	O
加	O
∞	O
’	O
8	O
S	O
J	O
。	O

分	O
L	O
析	O
A	O
C	O
C	O
O	O
R	O
D	O
的	O
研	O
究	O
资	O
料	O
发	O
现	O
对	O
病	O
情	O
较	O
重	O
的	O
入	O
组	O
患	O
者	O
L	O
(	O
平	O
均	O
年	O
龄	O
6	O
2	O
岁	O
,	O
病	O
程	O
1	O
0	O
年	O
,	O
伴	O
C	B-Disease
V	I-Disease
D	I-Disease
占	O
3	O
5	O
%	O
)	O
进	O
行	O
强	O
L	O
化	O
降	O
糖	O
,	O
可	O
能	O
是	O
主	O
要	O
原	O
因	O
之	O
一	O
[	O
6	O
J	O
。	O

对	O
这	O
些	O
年	O
龄	O
大	O
、	O
病	B-Symptom
L	I-Symptom
程	I-Symptom
长	I-Symptom
、	O
并	O
发	O
症	O
和	O
伴	O
发	O
疾	O
病	O
多	O
的	O
患	O
者	O
严	O
格	O
控	O
制	O
血	B-Test
糖	I-Test
,	O
若	O
发	O
L	O
生	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
可	O
能	O
诱	O
发	O
C	O
V	O
D	O
,	O
增	O
加	O
患	O
者	O
的	O
死	O
亡	O
风	O
险	O
。	O

L	O
A	O
C	O
C	O
O	O
R	O
D	O
中	O
3	O
或	O
4	O
种	O
降	O
糖	O
药	O
物	O
同	O
时	O
应	O
用	O
力	O
求	O
快	O
速	O
达	O
到	O
L	O
控	O
制	O
目	O
标	O
(	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

<	B-Test_Value
6	I-Test_Value
.	I-Test_Value
o	I-Test_Value
%	I-Test_Value
)	O
,	O
这	O
明	O
显	O
增	O
加	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
的	O
发	O
生	O
L	O
率	O
和	O
总	O
死	O
亡	O
率	O
。	O

A	O
D	O
V	O
A	O
N	O
C	O
E	O
与	O
A	O
C	O
C	O
O	O
R	O
D	O
不	O
同	O
,	O
其	O
血	B-Test
糖	I-Test
L	O
控	O
制	O
力	O
求	O
平	O
稳	O
,	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
发	O
生	O
率	O
较	O
低	O
,	O
效	O
果	O
也	O
更	O
好	O
,	O
至	O
少	O
L	O
没	O
有	O
增	O
加	O
C	B-Disease
V	I-Disease
D	I-Disease
事	I-Disease
件	I-Disease
和	O
死	O
亡	O
率	O
。	O

另	O
外	O
,	O
虽	O
然	O
D	O
C	O
C	O
T	O
.	O
L	O
E	O
D	O
I	O
C	O
和	O
U	O
K	O
P	O
D	O
S	O
.	O
8	O
0	O
提	O
示	O
,	O
对	O
病	O
情	O
较	B-Level
轻	I-Level
的	O
患	O
者	O
进	O
行	O
早	O
期	O
L	O
强	O
化	O
降	O
糖	O
治	O
疗	O
大	B-Anatomy
血	I-Anatomy
管	I-Anatomy
受	O
益	O
较	O
多	O
,	O
但	O
即	O
使	O
是	O
新	O
诊	O
断	O
的	O
糖	B-Disease
L	I-Disease
尿	I-Disease
病	I-Disease
人	O
群	O
观	O
察	O
到	O
降	O
糖	O
对	O
大	B-Anatomy
血	I-Anatomy
管	I-Anatomy
的	O
保	O
护	O
作	O
用	O
也	O
需	O
要	O
1	O
0	O
L	O
年	O
以	O
上	O
H	O
,	O
5	O
S	O
J	O
。	O

对	O
伴	O
C	B-Disease
V	I-Disease
D	I-Disease
或	O
C	B-Disease
V	I-Disease
D	I-Disease
极	B-Level
高	I-Level
危	I-Level
患	O
者	O
血	B-Symptom
糖	I-Symptom
控	O
制	O
L	O
目	O
标	O
要	O
适	O
当	O
放	O
宽	O
,	O
治	O
疗	O
过	O
程	O
中	O
要	O
避	O
免	O
血	B-Test
糖	I-Test
下	O
降	O
速	O
度	O
过	O
L	O
快	O
和	O
发	O
生	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
;	O
并	O
且	O
该	O
组	O
患	O
者	O
多	O
同	O
时	O
服	O
用	O
其	O
他	O
干	O
预	O
L	O
C	B-Disease
V	I-Disease
D	I-Disease
危	O
险	O
因	O
素	O
的	O
药	O
物	O
,	O
应	O
慎	O
重	O
选	O
择	O
降	B-Drug
糖	I-Drug
药	I-Drug
物	I-Drug
,	O
注	O
意	O
药	O
L	O
物	O
的	O
禁	O
忌	O
证	O
和	O
药	O
物	O
间	O
的	O
相	O
互	O
作	O
用	O
。	O

L	O
三	O
、	O
老	O
年	O
糖	O
尿	O
病	O
患	O
者	O
L	O
多	O
数	O
指	O
南	O
并	O
未	O
单	O
独	O
设	O
定	O
老	O
年	O
糖	O
尿	O
病	O
患	O
者	O
(	O
>	O
6	O
5	O
L	O
岁	O
)	O
的	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
标	O
,	O
这	O
是	O
因	O
为	O
老	O
年	O
患	O
者	O
的	O
身	O
体	O
健	O
康	O
L	O
状	O
况	O
、	O
脏	O
器	O
功	O
能	O
、	O
认	O
知	O
功	O
能	O
以	O
及	O
预	O
期	O
寿	O
命	O
差	O
异	O
较	O
大	O
,	O
不	O
L	O
能	O
一	O
概	O
而	O
论	O
;	O
同	O
时	O
缺	O
乏	O
相	O
关	O
的	O
循	O
证	O
医	O
学	O
证	O
据	O
指	O
导	O
制	O
定	O
L	O
个	O
体	O
化	O
治	O
疗	O
目	O
标	O
。	O

本	O
共	O
识	O
专	O
家	O
认	O
为	O
应	O
该	O
就	O
此	O
特	O
殊	O
人	O
群	O
L	O
制	O
定	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
标	O
,	O
参	O
考	O
国	O
外	O
文	O
献	O
,	O
建	O
议	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
L	O
标	O
:	O
若	O
患	O
者	O
脏	O
器	O
功	O
能	O
和	O
认	O
知	O
能	O
力	O
良	O
好	O
、	O
预	O
期	O
生	O
存	O
期	O
>	O
1	O
5	O
L	O
年	O
,	O
应	O
严	O
格	O
控	O
制	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

<	B-Test_Value
7	I-Test_Value
%	I-Test_Value
[	O
2	O
1	O
盈	O
1	O
;	O
若	O
患	O
者	O
合	O
并	O
其	O
他	O
疾	O
L	O
病	O
、	O
预	O
期	O
生	O
存	O
期	O
5	O
~	O
1	O
5	O
年	O
,	O
可	O
适	O
当	O
放	O
宽	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

<	B-Test_Value
L	I-Test_Value
8	I-Test_Value
%	I-Test_Value
[	O
2	O
1	O
,	O
2	O
2	O
]	O
;	O
若	O
患	O
者	O
既	O
往	O
有	O
严	B-Level
重	I-Level
低	B-Symptom
血	I-Symptom
糖	I-Symptom
史	O
、	O
合	O
并	O
其	O
他	O
严	O
重	O
L	O
疾	O
病	O
、	O
预	O
期	O
生	O
存	O
期	O
<	O
5	O
年	O
,	O
美	O
国	O
退	O
伍	O
军	O
人	O
事	O
务	O
局	O
推	O
荐	O
控	O
L	O
制	O
目	O
标	O
可	O
放	O
宽	O
到	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

<	B-Symptom
9	I-Symptom
%	I-Symptom
_	O
2	O
l	O
'	O
2	O
3	O
’	O
川	O
。	O

H	B-Test
b	I-Test
A	I-Test
l	I-Test
c	I-Test
较	B-Level
高	I-Level
者	O
应	O
L	O
避	O
免	O
发	O
生	O
高	B-Symptom
血	I-Symptom
糖	I-Symptom
症	I-Symptom
状	I-Symptom
、	O
急	B-Symptom
性	I-Symptom
代	I-Symptom
谢	I-Symptom
紊	I-Symptom
乱	I-Symptom
和	O
感	B-Symptom
染	I-Symptom
。	O

L	O
对	O
老	O
年	O
尤	O
其	O
高	O
龄	O
(	O
>	O
8	O
0	O
岁	O
)	O
患	O
者	O
的	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
标	O
L	O
总	O
体	O
放	O
宽	O
主	O
要	O
原	O
因	O
是	O
,	O
老	O
年	O
人	O
的	O
神	O
经	O
反	O
应	O
比	O
较	O
迟	O
钝	O
或	O
L	O
存	O
在	O
神	O
经	O
病	O
变	O
,	O
容	O
易	O
发	O
生	O
无	O
感	O
知	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
,	O
患	O
者	O
常	O
常	O
在	O
没	O
L	O
有	O
任	O
何	O
征	O
兆	O
的	O
情	O
况	O
下	O
发	O
生	O
低	B-Disease
血	I-Disease
糖	I-Disease
昏	I-Disease
迷	I-Disease
,	O
这	O
种	O
情	O
况	O
如	O
果	O
L	O
发	O
生	O
在	O
夜	O
间	O
非	O
常	O
危	O
险	O
,	O
往	O
往	O
因	O
错	O
过	O
抢	O
救	O
时	O
机	O
导	O
致	O
严	O
重	O
L	O
脑	O
损	O
伤	O
甚	O
至	O
死	O
亡	O
;	O
而	O
且	O
老	O
年	O
人	O
多	O
伴	O
有	O
心	B-Disease
脑	I-Disease
血	I-Disease
管	I-Disease
动	I-Disease
脉	I-Disease
粥	I-Disease
L	I-Disease
样	I-Disease
硬	I-Disease
化	I-Disease
,	O
一	O
旦	O
发	O
生	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
可	O
诱	O
发	O
心	B-Disease
肌	I-Disease
梗	I-Disease
死	I-Disease
及	O
脑	B-Disease
卒	I-Disease
中	I-Disease
。	O

L	O
即	O
使	O
是	O
轻	B-Level
微	I-Level
的	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
也	O
可	O
能	O
引	O
起	O
患	O
者	O
摔	B-Disease
伤	I-Disease
、	O
骨	B-Disease
折	I-Disease
等	O
机	O
L	O
体	O
损	O
伤	O
,	O
导	O
致	O
患	O
者	O
入	O
院	O
,	O
增	O
加	O
心	O
理	O
和	O
经	O
济	O
负	O
担	O
。	O

老	O
年	O
患	O
L	O
者	O
的	O
预	O
期	O
寿	O
命	O
也	O
很	O
重	O
要	O
,	O
严	O
格	O
的	O
强	O
化	O
治	O
疗	O
会	O
使	O
生	O
活	O
质	O
L	O
量	O
下	O
降	O
、	O
心	O
理	O
压	O
力	O
明	O
显	O
增	O
大	O
,	O
如	O
果	O
预	O
期	O
生	O
存	O
期	O
<	O
5	O
年	O
,	O
则	O
L	O
获	O
益	O
/	O
风	O
险	O
比	O
显	O
著	O
下	O
降	O
旧	O
1	O
’	O
2	O
2	O
o	O
。	O

因	O
此	O
,	O
对	O
老	O
年	O
糖	O
尿	O
病	O
患	O
L	O
者	O
的	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
标	O
放	O
宽	O
程	O
度	O
应	O
该	O
因	O
人	O
而	O
异	O
,	O
治	O
疗	O
措	O
施	O
L	O
应	O
该	O
简	O
单	O
易	O
行	O
,	O
控	O
制	O
高	B-Drug
血	I-Drug
糖	I-Drug
药	I-Drug
物	I-Drug
选	O
择	O
还	O
需	O
充	O
分	O
考	O
虑	O
患	O
L	O
者	O
脏	O
器	O
功	O
能	O
的	O
减	O
退	O
程	O
度	O
。	O

L	O
四	O
、	O
低	O
血	B-Test
糖	I-Test
高	O
危	O
险	O
人	O
群	O
L	O
糖	B-Duration
尿	I-Duration
病	I-Duration
病	I-Duration
程	I-Duration
>	I-Duration
1	I-Duration
5	I-Duration
年	I-Duration
、	O
有	O
无	O
感	O
知	O
低	O
血	B-Test
糖	I-Test
病	O
史	O
、	O
有	O
严	O
重	O
L	O
伴	O
发	O
病	O
如	O
肝	O
肾	B-Test
功	I-Test
能	I-Test
不	O
全	O
或	O
全	O
天	O
血	B-Test
糖	I-Test
波	O
动	O
较	O
大	O
并	O
反	O
复	O
出	O
L	O
现	O
低	O
血	B-Test
糖	I-Test
症	O
状	O
的	O
患	O
者	O
,	O
很	O
难	O
设	O
定	O
其	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

的	O
靶	O
目	O
标	O
,	O
最	O
L	O
重	O
要	O
的	O
是	O
避	O
免	O
低	O
血	B-Test
糖	I-Test
的	O
发	O
生	O
,	O
也	O
许	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

控	O
制	O
在	O
7	O
%	O
~	O
L	O
9	O
%	O
是	O
可	O
以	O
接	O
受	O
的	O
‘	O
1	O
1	O
,	O
1	O
3	O
,	O
2	O
3	O
.	O
2	O
5	O
j	O
。	O

因	O
为	O
S	O
t	O
r	O
a	O
t	O
t	O
o	O
n	O
等	O
‘	O
2	O
5	O
3	O
对	O
4	O
L	O
5	O
8	O
5	O
例	O
2	B-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
患	O
者	O
1	O
0	O
年	O
的	O
随	O
访	O
表	O
明	O
,	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
c	O
<	B-Test_Value
7	I-Test_Value
%	I-Test_Value
L	O
患	O
者	O
慢	O
性	O
并	O
发	O
症	O
的	O
发	O
生	O
和	O
死	O
亡	O
风	O
险	O
最	O
低	O
;	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

控	O
制	O
L	O
在	O
7	B-Test_Value
%	I-Test_Value
一	I-Test_Value
9	I-Test_Value
%	I-Test_Value
,	O
上	O
述	O
风	O
险	O
虽	O
然	O
增	O
加	O
,	O
但	O
是	O
相	O
对	O
增	O
长	O
缓	O
慢	O
;	O
L	O
一	O
旦	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

>	B-Test_Value
9	I-Test_Value
%	I-Test_Value
,	O
风	O
险	O
明	O
显	O
增	O
加	O
甚	O
至	O
翻	O
倍	O
。	O

L	O
所	O
有	O
大	O
样	O
本	O
随	O
机	O
对	O
照	O
研	O
究	O
都	O
证	O
实	O
强	O
化	O
治	O
疗	O
使	O
低	B-Symptom
血	I-Symptom
L	I-Symptom
糖	I-Symptom
的	O
发	O
生	O
率	O
明	O
显	O
增	O
加	O
,	O
虽	O
然	O
严	B-Level
重	I-Level
低	B-Symptom
血	I-Symptom
糖	I-Symptom
事	O
件	O
发	O
生	O
率	O
少	O
,	O
L	O
但	O
对	O
U	O
K	O
P	O
D	O
S	O
、	O
前	O
瞻	O
性	O
吡	B-Drug
格	I-Drug
列	I-Drug
酮	I-Drug
对	O
大	B-Disease
血	I-Disease
管	I-Disease
事	I-Disease
件	I-Disease
影	O
响	O
的	O
临	O
L	O
床	O
研	O
究	O
(	O
P	O
R	O
O	O
a	O
c	O
t	O
i	O
v	O
e	O
)	O
、	O
A	O
D	O
V	O
A	O
N	O
C	O
E	O
、	O
V	O
A	O
D	O
T	O
和	O
A	O
C	O
C	O
O	O
R	O
D	O
五	O
L	O
大	O
临	O
床	O
研	O
究	O
的	O
m	O
e	O
t	O
a	O
分	O
析	O
显	O
示	O
强	O
化	O
治	O
疗	O
组	O
的	O
严	B-Level
重	I-Level
低	B-Symptom
血	I-Symptom
L	I-Symptom
糖	I-Symptom
发	O
生	O
率	O
为	O
2	O
.	O
3	O
%	O
,	O
常	O
规	O
治	O
疗	O
组	O
为	O
1	O
.	O
2	O
%	O
,	O
可	O
见	O
,	O
强	O
化	O
治	O
L	O
疗	O
增	O
加	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
发	O
生	O
率	O
是	O
不	O
可	O
避	O
免	O
的	O
【	O
2	O
6	O
。	O

。	O

但	O
是	O
,	O
如	O
前	O
面	O
L	O
所	O
述	O
,	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
除	O
了	O
直	O
接	O
造	O
成	O
相	O
应	O
的	O
严	O
重	O
临	O
床	O
后	O
果	O
外	O
,	O
频	O
L	O
繁	O
或	O
严	O
重	O
的	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
影	O
响	O
糖	O
尿	O
病	O
患	O
者	O
的	O
治	O
疗	O
。	O

调	O
查	O
表	O
明	O
L	O
患	O
者	O
一	O
旦	O
出	O
现	O
频	O
繁	O
或	O
严	B-Level
重	I-Level
的	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
会	O
明	O
显	O
降	O
低	O
患	O
者	O
对	O
L	O
血	B-Test
糖	I-Test
控	O
制	O
达	O
标	O
的	O
积	O
极	O
性	O
拉	O
’	O
7	O
J	O
。	O

因	O
此	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
高	O
危	O
人	O
群	O
的	O
L	O
个	O
体	O
化	O
血	B-Test
糖	I-Test
控	O
制	O
格	O
外	O
重	O
要	O
。	O

L	O
五	O
、	O
妊	O
娠	O
期	O
高	O
血	B-Test
糖	I-Test
L	O
妊	B-Disease
娠	I-Disease
期	I-Disease
高	I-Disease
血	I-Disease
糖	I-Disease
包	O
括	O
糖	B-Disease
尿	I-Disease
病	I-Disease
合	O
并	O
妊	B-Disease
娠	I-Disease
(	O
妊	B-Disease
娠	I-Disease
前	I-Disease
糖	I-Disease
尿	I-Disease
L	I-Disease
病	I-Disease
)	O
、	O
妊	O
娠	O
期	O
发	O
现	O
的	O
糖	B-Disease
尿	I-Disease
病	I-Disease
(	O
o	O
v	O
e	O
r	O
t	O
S	O
d	O
i	O
a	O
b	O
e	O
t	O
e	O
s	O
,	O
指	O
妊	O
娠	O
期	O
L	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

或	O
血	B-Test
糖	I-Test
达	O
到	O
糖	B-Disease
尿	I-Disease
病	I-Disease
诊	O
断	O
标	O
准	O
)	O
和	O
妊	B-Disease
娠	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
L	O
(	O
G	B-Disease
D	I-Disease
M	I-Disease
)	O
三	O
种	O
情	O
况	O
¨	O
⋯	O
。	O

L	O
对	O
于	O
计	O
划	O
妊	O
娠	O
的	O
糖	B-Disease
尿	I-Disease
病	I-Disease
患	O
者	O
,	O
应	O
严	O
格	O
控	O
制	O
血	B-Test
糖	I-Test
目	O
L	O
标	O
值	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

<	B-Test_Value
6	I-Test_Value
.	I-Test_Value
5	I-Test_Value
%	I-Test_Value
,	O
如	O
应	O
用	O
胰	B-Drug
岛	I-Drug
素	I-Drug
可	O
适	O
当	O
放	O
宽	O
H	B-Test
b	I-Test
A	I-Test
l	I-Test
c	I-Test
<	B-Test_Value
L	I-Test_Value
7	I-Test_Value
%	I-Test_Value
以	O
防	O
止	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
发	O
生	O
L	O
2	O
9	O
|	O
。	O

不	O
建	O
议	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
c	O
>	B-Test_Value
8	I-Test_Value
%	I-Test_Value
的	O
患	O
者	O
L	O
妊	O
娠	O
,	O
这	O
些	O
患	O
者	O
应	O
首	O
先	O
应	O
控	O
制	O
血	B-Test
糖	I-Test
,	O
因	O
为	O
高	B-Symptom
血	I-Symptom
糖	I-Symptom
会	O
明	O
显	O
L	O
增	O
加	O
早	O
期	O
流	B-Disease
产	I-Disease
和	O
胎	B-Disease
儿	I-Disease
畸	I-Disease
形	I-Disease
风	O
险	O
口	O
引	O
。	O

L	O
妊	B-Disease
娠	I-Disease
前	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
或	O
妊	B-Disease
娠	I-Disease
期	I-Disease
发	I-Disease
现	I-Disease
的	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
在	O
不	O
发	O
生	O
低	B-Symptom
L	I-Symptom
血	I-Symptom
糖	I-Symptom
前	O
提	O
下	O
孕	O
期	O
血	B-Test
糖	I-Test
控	O
制	O
,	O
理	O
想	O
目	O
标	O
值	O
为	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

<	B-Test_Value
6	I-Test_Value
%	I-Test_Value
;	O
L	O
毛	B-Test
细	I-Test
血	I-Test
管	I-Test
血	I-Test
糖	I-Test
餐	I-Test
前	I-Test
、	I-Test
睡	I-Test
前	I-Test
及	I-Test
夜	I-Test
间	I-Test
不	B-Test_Value
高	I-Test_Value
于	I-Test_Value
5	I-Test_Value
.	I-Test_Value
4	I-Test_Value
S	I-Test_Value
m	I-Test_Value
m	I-Test_Value
o	I-Test_Value
l	I-Test_Value
/	I-Test_Value
L	I-Test_Value
,	O
L	O
餐	B-Test
后	I-Test
峰	I-Test
值	I-Test
不	B-Test_Value
高	I-Test_Value
于	I-Test_Value
7	I-Test_Value
.	I-Test_Value
1	I-Test_Value
S	I-Test_Value
m	I-Test_Value
m	I-Test_Value
o	I-Test_Value
l	I-Test_Value
/	I-Test_Value
L	I-Test_Value
L	O
9	O
瑚	O
j	O
。	O

G	B-Disease
D	I-Disease
M	I-Disease
毛	I-Test
细	I-Test
血	I-Test
管	I-Test
血	I-Test
L	I-Test
糖	I-Test
餐	I-Test
前	I-Test
<	B-Test_Value
5	I-Test_Value
.	I-Test_Value
3	I-Test_Value
S	I-Test_Value
m	I-Test_Value
m	I-Test_Value
o	I-Test_Value
l	I-Test_Value
/	I-Test_Value
L	I-Test_Value
,	O
餐	B-Test
后	I-Test
1	I-Test
S	I-Test
h	I-Test
<	B-Test_Value
7	I-Test_Value
.	I-Test_Value
8	I-Test_Value
S	I-Test_Value
m	I-Test_Value
m	I-Test_Value
o	I-Test_Value
l	I-Test_Value
/	I-Test_Value
L	I-Test_Value
或	O
2	B-Test
S	I-Test
h	I-Test
<	B-Test_Value
L	I-Test_Value
6	I-Test_Value
.	I-Test_Value
7	I-Test_Value
S	I-Test_Value
m	I-Test_Value
m	I-Test_Value
o	I-Test_Value
l	I-Test_Value
/	I-Test_Value
L	I-Test_Value
[	O
9	O
]	O
。	O

临	O
床	O
研	O
究	O
显	O
示	O
,	O
相	O
对	O
于	O
餐	B-Test
前	I-Test
血	I-Test
糖	I-Test
而	O
L	O
言	O
,	O
餐	B-Test
后	I-Test
血	I-Test
糖	I-Test
的	O
良	O
好	O
控	O
制	O
可	O
更	O
好	O
地	O
减	O
少	O
并	O
发	O
症	O
,	O
尤	O
其	O
是	O
L	O
巨	B-Disease
大	I-Disease
儿	I-Disease
出	O
生	O
;	O
相	O
对	O
于	O
餐	B-Test
后	I-Test
2	I-Test
S	I-Test
h	I-Test
血	I-Test
糖	I-Test
,	O
控	O
制	O
好	O
餐	B-Test
后	I-Test
1	I-Test
S	I-Test
h	I-Test
血	I-Test
L	I-Test
糖	I-Test
,	O
产	O
科	O
结	O
局	O
更	O
好	O
旧	O
J	O
。	O

L	O
六	O
、	O
其	O
他	O
情	O
况	O
L	O
与	O
2	B-Disease
型	I-Disease
糖	I-Disease
尿	I-Disease
病	I-Disease
并	O
存	O
的	O
其	O
他	O
疾	O
病	O
比	O
较	O
多	O
,	O
这	O
些	O
情	O
况	O
L	O
下	O
血	B-Test
糖	I-Test
控	O
制	O
目	O
标	O
目	O
前	O
缺	O
乏	O
相	O
应	O
的	O
循	O
证	O
医	O
学	O
证	O
据	O
和	O
共	O
L	O
识	O
。	O

比	O
如	O
:	O
恶	B-Disease
性	I-Disease
肿	I-Disease
瘤	I-Disease
、	O
老	B-Disease
年	I-Disease
痴	I-Disease
呆	I-Disease
症	I-Disease
、	O
癫	B-Disease
痫	I-Disease
等	O
。	O

若	O
患	O
者	O
预	O
L	O
期	O
寿	O
命	O
<	O
5	O
年	O
者	O
,	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

不	B-Test_Value
应	I-Test_Value
超	I-Test_Value
过	I-Test_Value
9	I-Test_Value
%	I-Test_Value
;	O
预	O
期	O
寿	O
命	O
更	O
长	O
L	O
者	O
,	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

可	O
控	O
制	O
在	O
7	B-Test_Value
%	I-Test_Value
左	O
右	O
。	O

执	O
行	O
治	O
疗	O
方	O
案	O
较	O
困	O
难	O
的	O
L	O
情	O
况	O
,	O
如	O
精	B-Disease
神	I-Disease
或	I-Disease
智	I-Disease
力	I-Disease
障	I-Disease
碍	I-Disease
者	O
、	O
视	B-Disease
力	I-Disease
障	I-Disease
碍	I-Disease
者	O
、	O
老	O
年	O
、	O
高	O
龄	O
及	O
L	O
独	O
居	O
者	O
等	O
,	O
其	O
血	B-Test
糖	I-Test
的	O
控	O
制	O
目	O
标	O
应	O
适	O
当	O
放	O
宽	O
,	O
H	B-Test
B	I-Test
A	I-Test
1	I-Test
C	I-Test
S	O
S	O
。	O

不	O
应	O
L	O
超	O
过	O
9	B-Test_Value
%	I-Test_Value
,	O
主	O
要	O
防	O
止	O
血	B-Test
糖	I-Test
过	O
高	O
引	O
起	O
的	O
症	O
状	O
、	O
急	B-Symptom
性	I-Symptom
代	I-Symptom
谢	I-Symptom
紊	I-Symptom
L	I-Symptom
乱	I-Symptom
、	O
感	B-Symptom
染	I-Symptom
和	O
低	B-Symptom
血	I-Symptom
糖	I-Symptom
的	O
发	O
生	O
。	O

L	O
社	O
会	O
因	O
素	O
是	O
决	O
定	O
血	B-Symptom
糖	I-Symptom
控	O
制	O
目	O
标	O
的	O
另	O
一	O
个	O
重	O
要	O
且	O
必	O
L	O
须	O
考	O
虑	O
的	O
问	O
题	O
,	O
对	O
美	O
国	O
不	O
同	O
种	O
族	O
的	O
糖	B-Disease
尿	I-Disease
病	I-Disease
患	O
者	O
在	O
降	O
糖	O
L	O
治	O
疗	O
过	O
程	O
中	O
的	O
依	O
从	O
性	O
和	O
血	B-Test
糖	I-Test
控	O
制	O
情	O
况	O
的	O
调	O
查	O
表	O
明	O
,	O
那	O
L	O
些	O
医	O
疗	O
保	O
障	O
差	O
的	O
患	O
者	O
,	O
治	O
疗	O
的	O
依	O
从	O
性	O
、	O
血	B-Test
糖	I-Test
的	O
自	O
我	O
管	O
理	O
L	O
能	O
力	O
和	O
血	B-Test
糖	I-Test
的	O
控	O
制	O
水	O
平	O
明	O
显	O
下	O
降	O
Ⅲ	O
J	O
。	O

但	O
是	O
,	O
医	O
